country,id_number,channel_id,title,assignable
DE,1,UCBR8-60-B28hp2BmDPdntcQ,Film & Animation,True
DE,2,UCBR8-60-B28hp2BmDPdntcQ,Autos & Vehicles,True
DE,10,UCBR8-60-B28hp2BmDPdntcQ,Music,True
DE,15,UCBR8-60-B28hp2BmDPdntcQ,Pets & Animals,True
DE,17,UCBR8-60-B28hp2BmDPdntcQ,Sports,True
DE,18,UCBR8-60-B28hp2BmDPdntcQ,Short Movies,False
DE,19,UCBR8-60-B28hp2BmDPdntcQ,Travel & Events,True
DE,20,UCBR8-60-B28hp2BmDPdntcQ,Gaming,True
DE,21,UCBR8-60-B28hp2BmDPdntcQ,Videoblogging,False
DE,22,UCBR8-60-B28hp2BmDPdntcQ,People & Blogs,True
DE,23,UCBR8-60-B28hp2BmDPdntcQ,Comedy,True
DE,24,UCBR8-60-B28hp2BmDPdntcQ,Entertainment,True
DE,25,UCBR8-60-B28hp2BmDPdntcQ,News & Politics,True
DE,26,UCBR8-60-B28hp2BmDPdntcQ,Howto & Style,True
DE,27,UCBR8-60-B28hp2BmDPdntcQ,Education,True
DE,28,UCBR8-60-B28hp2BmDPdntcQ,Science & Technology,True
DE,30,UCBR8-60-B28hp2BmDPdntcQ,Movies,False
DE,31,UCBR8-60-B28hp2BmDPdntcQ,Anime/Animation,False
DE,32,UCBR8-60-B28hp2BmDPdntcQ,Action/Adventure,False
DE,33,UCBR8-60-B28hp2BmDPdntcQ,Classics,False
DE,34,UCBR8-60-B28hp2BmDPdntcQ,Comedy,False
DE,35,UCBR8-60-B28hp2BmDPdntcQ,Documentary,False
DE,36,UCBR8-60-B28hp2BmDPdntcQ,Drama,False
DE,37,UCBR8-60-B28hp2BmDPdntcQ,Family,False
DE,38,UCBR8-60-B28hp2BmDPdntcQ,Foreign,False
DE,39,UCBR8-60-B28hp2BmDPdntcQ,Horror,False
DE,40,UCBR8-60-B28hp2BmDPdntcQ,Sci-Fi/Fantasy,False
DE,41,UCBR8-60-B28hp2BmDPdntcQ,Thriller,False
DE,42,UCBR8-60-B28hp2BmDPdntcQ,Shorts,False
DE,43,UCBR8-60-B28hp2BmDPdntcQ,Shows,False
DE,44,UCBR8-60-B28hp2BmDPdntcQ,Trailers,False
